left,top,width,height,conf,text,name
1123,264,208,35,91,inebriates,publiclawsresolu1899nort_0074.jp2
1347,266,139,33,96,settled,publiclawsresolu1899nort_0074.jp2
1501,266,42,32,93,in,publiclawsresolu1899nort_0074.jp2
1556,275,116,24,91,coun-,publiclawsresolu1899nort_0074.jp2
213,321,1461,43,-1,,publiclawsresolu1899nort_0074.jp2
213,323,74,34,96,ties,publiclawsresolu1899nort_0074.jp2
303,325,41,32,96,to,publiclawsresolu1899nort_0074.jp2
371,324,67,33,96,the,publiclawsresolu1899nort_0074.jp2
454,325,81,32,96,east,publiclawsresolu1899nort_0074.jp2
556,324,41,32,96,of,publiclawsresolu1899nort_0074.jp2
623,322,82,34,96,said,publiclawsresolu1899nort_0074.jp2
721,322,77,33,95,line,publiclawsresolu1899nort_0074.jp2
830,321,98,34,96,shall,publiclawsresolu1899nort_0074.jp2
955,321,47,34,96,be,publiclawsresolu1899nort_0074.jp2
1028,321,194,34,96,admitted,publiclawsresolu1899nort_0074.jp2
1246,322,92,42,95,only,publiclawsresolu1899nort_0074.jp2
1362,321,86,34,96,into,publiclawsresolu1899nort_0074.jp2
1471,322,67,34,96,the,publiclawsresolu1899nort_0074.jp2
1563,322,111,34,96,State,publiclawsresolu1899nort_0074.jp2
214,377,1459,45,-1,,publiclawsresolu1899nort_0074.jp2
214,380,178,42,96,Hospital,publiclawsresolu1899nort_0074.jp2
414,382,42,39,96,at,publiclawsresolu1899nort_0074.jp2
470,379,171,43,94,Raleigh.,publiclawsresolu1899nort_0074.jp2
690,378,78,34,95,The,publiclawsresolu1899nort_0074.jp2
784,378,118,33,95,board,publiclawsresolu1899nort_0074.jp2
926,378,41,33,96,of,publiclawsresolu1899nort_0074.jp2
990,377,187,34,96,directors,publiclawsresolu1899nort_0074.jp2
1192,378,42,33,96,of,publiclawsresolu1899nort_0074.jp2
1257,378,110,34,96,these,publiclawsresolu1899nort_0074.jp2
1390,380,80,32,96,two,publiclawsresolu1899nort_0074.jp2
1485,378,188,43,96,hospitals,publiclawsresolu1899nort_0074.jp2
213,434,1459,45,-1,,publiclawsresolu1899nort_0074.jp2
213,447,103,32,96,"may,",publiclawsresolu1899nort_0074.jp2
337,438,49,41,96,by,publiclawsresolu1899nort_0074.jp2
402,439,237,40,96,"agreement,",publiclawsresolu1899nort_0074.jp2
657,436,127,42,96,change,publiclawsresolu1899nort_0074.jp2
786,434,119,34,95,said,publiclawsresolu1899nort_0074.jp2
921,434,78,34,96,line,publiclawsresolu1899nort_0074.jp2
1016,435,101,32,96,from,publiclawsresolu1899nort_0074.jp2
1133,434,96,34,96,time,publiclawsresolu1899nort_0074.jp2
1245,439,42,30,96,to,publiclawsresolu1899nort_0074.jp2
1303,435,97,33,96,time,publiclawsresolu1899nort_0074.jp2
1413,436,185,33,96,whenever,publiclawsresolu1899nort_0074.jp2
1599,434,73,34,96,in,publiclawsresolu1899nort_0074.jp2
213,491,1459,45,-1,,publiclawsresolu1899nort_0074.jp2
213,494,102,33,96,their,publiclawsresolu1899nort_0074.jp2
330,494,156,42,96,opinion,publiclawsresolu1899nort_0074.jp2
504,493,95,34,96,such,publiclawsresolu1899nort_0074.jp2
624,493,150,41,96,change,publiclawsresolu1899nort_0074.jp2
791,502,64,23,96,may,publiclawsresolu1899nort_0074.jp2
856,492,88,41,96,be,publiclawsresolu1899nort_0074.jp2
968,501,149,33,96,"proper,",publiclawsresolu1899nort_0074.jp2
1134,491,79,34,96,and,publiclawsresolu1899nort_0074.jp2
1236,492,94,42,96,they,publiclawsresolu1899nort_0074.jp2
1347,502,104,33,96,"may,",publiclawsresolu1899nort_0074.jp2
1469,492,53,42,93,by,publiclawsresolu1899nort_0074.jp2
1543,502,129,33,92,agree-,publiclawsresolu1899nort_0074.jp2
213,548,1459,44,-1,,publiclawsresolu1899nort_0074.jp2
213,552,120,36,96,"ment,",publiclawsresolu1899nort_0074.jp2
352,550,170,34,96,transfer,publiclawsresolu1899nort_0074.jp2
549,550,171,42,96,patients,publiclawsresolu1899nort_0074.jp2
744,549,100,33,95,from,publiclawsresolu1899nort_0074.jp2
868,558,72,23,96,one,publiclawsresolu1899nort_0074.jp2
957,548,168,42,96,hospital,publiclawsresolu1899nort_0074.jp2
1152,551,41,31,96,to,publiclawsresolu1899nort_0074.jp2
1217,549,69,33,96,the,publiclawsresolu1899nort_0074.jp2
1308,549,112,33,96,other,publiclawsresolu1899nort_0074.jp2
1436,549,112,33,96,when,publiclawsresolu1899nort_0074.jp2
1574,549,98,33,96,such,publiclawsresolu1899nort_0074.jp2
212,605,1459,44,-1,,publiclawsresolu1899nort_0074.jp2
212,608,170,33,95,transfer,publiclawsresolu1899nort_0074.jp2
407,617,88,32,96,may,publiclawsresolu1899nort_0074.jp2
513,607,45,33,96,be,publiclawsresolu1899nort_0074.jp2
582,606,158,34,96,deemed,publiclawsresolu1899nort_0074.jp2
768,606,303,41,96,advantageous.,publiclawsresolu1899nort_0074.jp2
1120,605,100,34,96,That,publiclawsresolu1899nort_0074.jp2
1243,606,155,41,95,portion,publiclawsresolu1899nort_0074.jp2
1421,605,42,33,95,of,publiclawsresolu1899nort_0074.jp2
1485,606,68,33,96,the,publiclawsresolu1899nort_0074.jp2
1569,607,102,33,96,state,publiclawsresolu1899nort_0074.jp2
213,661,1458,44,-1,,publiclawsresolu1899nort_0074.jp2
213,664,128,33,95,which,publiclawsresolu1899nort_0074.jp2
353,664,31,33,96,is,publiclawsresolu1899nort_0074.jp2
394,674,43,23,96,or,publiclawsresolu1899nort_0074.jp2
449,674,91,31,96,may,publiclawsresolu1899nort_0074.jp2
551,664,194,33,96,hereafter,publiclawsresolu1899nort_0074.jp2
756,663,46,33,96,be,publiclawsresolu1899nort_0074.jp2
814,663,94,32,96,west,publiclawsresolu1899nort_0074.jp2
919,663,42,32,96,of,publiclawsresolu1899nort_0074.jp2
976,661,83,34,96,said,publiclawsresolu1899nort_0074.jp2
1072,662,166,33,96,division,publiclawsresolu1899nort_0074.jp2
1254,662,78,33,96,line,publiclawsresolu1899nort_0074.jp2
1349,662,99,33,95,shall,publiclawsresolu1899nort_0074.jp2
1467,662,46,34,95,be,publiclawsresolu1899nort_0074.jp2
1525,662,146,34,95,known,publiclawsresolu1899nort_0074.jp2
210,718,1462,44,-1,,publiclawsresolu1899nort_0074.jp2
210,731,42,23,96,as,publiclawsresolu1899nort_0074.jp2
268,721,68,33,96,the,publiclawsresolu1899nort_0074.jp2
353,720,179,34,96,Western,publiclawsresolu1899nort_0074.jp2
549,719,178,43,96,Hospital,publiclawsresolu1899nort_0074.jp2
741,719,176,38,96,"District,",publiclawsresolu1899nort_0074.jp2
931,718,79,33,96,and,publiclawsresolu1899nort_0074.jp2
1026,718,87,34,95,that,publiclawsresolu1899nort_0074.jp2
1127,718,152,43,96,portion,publiclawsresolu1899nort_0074.jp2
1291,719,42,33,96,of,publiclawsresolu1899nort_0074.jp2
1347,719,68,33,96,the,publiclawsresolu1899nort_0074.jp2
1431,721,101,32,95,state,publiclawsresolu1899nort_0074.jp2
1543,718,129,34,96,which,publiclawsresolu1899nort_0074.jp2
210,775,1462,44,-1,,publiclawsresolu1899nort_0074.jp2
210,778,32,32,96,is,publiclawsresolu1899nort_0074.jp2
259,788,41,23,96,or,publiclawsresolu1899nort_0074.jp2
319,787,88,32,95,may,publiclawsresolu1899nort_0074.jp2
424,777,194,33,96,hereafter,publiclawsresolu1899nort_0074.jp2
635,777,46,33,96,be,publiclawsresolu1899nort_0074.jp2
697,780,82,29,96,east,publiclawsresolu1899nort_0074.jp2
791,776,41,32,96,of,publiclawsresolu1899nort_0074.jp2
848,775,81,33,95,said,publiclawsresolu1899nort_0074.jp2
946,775,78,34,95,line,publiclawsresolu1899nort_0074.jp2
1037,776,98,33,95,shall,publiclawsresolu1899nort_0074.jp2
1151,776,46,33,95,be,publiclawsresolu1899nort_0074.jp2
1213,776,145,33,19,known,publiclawsresolu1899nort_0074.jp2
1368,786,42,23,19,as,publiclawsresolu1899nort_0074.jp2
1421,776,67,33,94,the,publiclawsresolu1899nort_0074.jp2
1506,776,166,33,96,Eastern,publiclawsresolu1899nort_0074.jp2
211,834,370,43,-1,,publiclawsresolu1899nort_0074.jp2
211,834,180,43,96,Hospital,publiclawsresolu1899nort_0074.jp2
409,834,172,33,96,District.,publiclawsresolu1899nort_0074.jp2
205,888,1467,1183,-1,,publiclawsresolu1899nort_0074.jp2
254,888,1418,44,-1,,publiclawsresolu1899nort_0074.jp2
254,891,86,34,57,Src.,publiclawsresolu1899nort_0074.jp2
361,893,31,31,96,5,publiclawsresolu1899nort_0074.jp2
421,891,103,33,96,Each,publiclawsresolu1899nort_0074.jp2
551,890,245,42,96,corporation,publiclawsresolu1899nort_0074.jp2
824,889,97,33,96,shall,publiclawsresolu1899nort_0074.jp2
950,889,45,33,95,be,publiclawsresolu1899nort_0074.jp2
1021,888,123,34,96,under,publiclawsresolu1899nort_0074.jp2
1175,889,66,33,96,the,publiclawsresolu1899nort_0074.jp2
1272,891,278,40,94,management,publiclawsresolu1899nort_0074.jp2
1577,889,41,33,95,of,publiclawsresolu1899nort_0074.jp2
1647,899,25,24,95,a,publiclawsresolu1899nort_0074.jp2
211,946,1460,40,-1,,publiclawsresolu1899nort_0074.jp2
211,948,116,34,96,board,publiclawsresolu1899nort_0074.jp2
344,949,41,32,96,of,publiclawsresolu1899nort_0074.jp2
401,948,91,33,96,nine,publiclawsresolu1899nort_0074.jp2
505,948,199,38,96,"directors,",publiclawsresolu1899nort_0074.jp2
719,957,51,22,95,no,publiclawsresolu1899nort_0074.jp2
782,949,80,30,37,two,publiclawsresolu1899nort_0074.jp2
873,946,41,32,37,of,publiclawsresolu1899nort_0074.jp2
931,946,129,33,96,whom,publiclawsresolu1899nort_0074.jp2
1077,946,97,33,95,shall,publiclawsresolu1899nort_0074.jp2
1191,946,43,33,95,be,publiclawsresolu1899nort_0074.jp2
1247,946,171,34,96,resident,publiclawsresolu1899nort_0074.jp2
1430,947,41,32,96,of,publiclawsresolu1899nort_0074.jp2
1487,946,68,34,93,the,publiclawsresolu1899nort_0074.jp2
1565,956,106,24,82,same,publiclawsresolu1899nort_0074.jp2
211,1002,1460,45,-1,,publiclawsresolu1899nort_0074.jp2
211,1007,159,40,96,"county,",publiclawsresolu1899nort_0074.jp2
390,1004,224,34,95,nominated,publiclawsresolu1899nort_0074.jp2
632,1004,49,42,96,by,publiclawsresolu1899nort_0074.jp2
698,1004,66,32,96,the,publiclawsresolu1899nort_0074.jp2
781,1013,190,32,96,governor,publiclawsresolu1899nort_0074.jp2
987,1002,77,33,96,and,publiclawsresolu1899nort_0074.jp2
1086,1003,51,41,96,by,publiclawsresolu1899nort_0074.jp2
1153,1003,77,33,95,and,publiclawsresolu1899nort_0074.jp2
1249,1003,97,33,96,with,publiclawsresolu1899nort_0074.jp2
1361,1003,68,34,96,the,publiclawsresolu1899nort_0074.jp2
1444,1003,136,34,95,advice,publiclawsresolu1899nort_0074.jp2
1592,1003,79,34,95,and,publiclawsresolu1899nort_0074.jp2
210,1059,1462,44,-1,,publiclawsresolu1899nort_0074.jp2
210,1064,161,32,96,consent,publiclawsresolu1899nort_0074.jp2
399,1062,41,32,95,of,publiclawsresolu1899nort_0074.jp2
466,1072,23,22,80,a,publiclawsresolu1899nort_0074.jp2
505,1061,187,42,80,majority,publiclawsresolu1899nort_0074.jp2
718,1061,41,32,96,of,publiclawsresolu1899nort_0074.jp2
785,1060,67,33,93,the,publiclawsresolu1899nort_0074.jp2
880,1060,302,39,91,"senators-elect,",publiclawsresolu1899nort_0074.jp2
1207,1059,209,43,96,appointed,publiclawsresolu1899nort_0074.jp2
1440,1060,51,42,96,by,publiclawsresolu1899nort_0074.jp2
1516,1059,95,41,96,"him,",publiclawsresolu1899nort_0074.jp2
1631,1060,41,33,96,of,publiclawsresolu1899nort_0074.jp2
213,1115,1459,44,-1,,publiclawsresolu1899nort_0074.jp2
213,1119,126,33,96,whom,publiclawsresolu1899nort_0074.jp2
357,1118,75,33,96,five,publiclawsresolu1899nort_0074.jp2
456,1118,186,33,96,directors,publiclawsresolu1899nort_0074.jp2
659,1117,97,33,96,shall,publiclawsresolu1899nort_0074.jp2
779,1117,46,32,96,be,publiclawsresolu1899nort_0074.jp2
841,1126,23,23,95,a,publiclawsresolu1899nort_0074.jp2
887,1126,178,33,95,"quorum,",publiclawsresolu1899nort_0074.jp2
1083,1120,138,39,96,except,publiclawsresolu1899nort_0074.jp2
1237,1117,115,33,96,when,publiclawsresolu1899nort_0074.jp2
1376,1117,110,33,96,three,publiclawsresolu1899nort_0074.jp2
1505,1116,41,34,96,of,publiclawsresolu1899nort_0074.jp2
1568,1115,104,35,96,their,publiclawsresolu1899nort_0074.jp2
211,1173,1459,43,-1,,publiclawsresolu1899nort_0074.jp2
211,1176,144,33,96,number,publiclawsresolu1899nort_0074.jp2
357,1185,100,23,96,are,publiclawsresolu1899nort_0074.jp2
473,1175,144,41,96,hereby,publiclawsresolu1899nort_0074.jp2
634,1174,40,32,96,in,publiclawsresolu1899nort_0074.jp2
698,1174,79,33,96,this,publiclawsresolu1899nort_0074.jp2
793,1173,75,33,96,law,publiclawsresolu1899nort_0074.jp2
892,1173,241,42,96,empowered,publiclawsresolu1899nort_0074.jp2
1151,1177,41,29,96,to,publiclawsresolu1899nort_0074.jp2
1208,1174,64,33,91,act,publiclawsresolu1899nort_0074.jp2
1296,1174,60,32,96,for,publiclawsresolu1899nort_0074.jp2
1373,1173,143,43,93,special,publiclawsresolu1899nort_0074.jp2
1531,1183,139,33,92,purpo-,publiclawsresolu1899nort_0074.jp2
211,1230,1457,43,-1,,publiclawsresolu1899nort_0074.jp2
211,1243,69,23,96,ses.,publiclawsresolu1899nort_0074.jp2
330,1233,104,32,95,Each,publiclawsresolu1899nort_0074.jp2
453,1232,114,33,95,board,publiclawsresolu1899nort_0074.jp2
585,1232,41,32,96,of,publiclawsresolu1899nort_0074.jp2
642,1231,186,33,96,directors,publiclawsresolu1899nort_0074.jp2
845,1230,99,33,96,shall,publiclawsresolu1899nort_0074.jp2
961,1230,46,33,95,be,publiclawsresolu1899nort_0074.jp2
1024,1231,41,31,96,in,publiclawsresolu1899nort_0074.jp2
1081,1230,139,34,96,classes,publiclawsresolu1899nort_0074.jp2
1236,1230,41,34,96,of,publiclawsresolu1899nort_0074.jp2
1299,1230,122,40,96,"three,",publiclawsresolu1899nort_0074.jp2
1439,1240,42,24,96,as,publiclawsresolu1899nort_0074.jp2
1497,1230,94,43,96,they,publiclawsresolu1899nort_0074.jp2
1603,1240,65,24,96,are,publiclawsresolu1899nort_0074.jp2
211,1286,1457,43,-1,,publiclawsresolu1899nort_0074.jp2
211,1300,88,22,96,now,publiclawsresolu1899nort_0074.jp2
325,1288,166,41,95,"divided,",publiclawsresolu1899nort_0074.jp2
509,1288,78,33,96,and,publiclawsresolu1899nort_0074.jp2
612,1288,67,33,96,the,publiclawsresolu1899nort_0074.jp2
694,1290,100,31,96,term,publiclawsresolu1899nort_0074.jp2
811,1289,42,31,96,of,publiclawsresolu1899nort_0074.jp2
879,1286,111,34,96,office,publiclawsresolu1899nort_0074.jp2
1006,1287,41,33,96,of,publiclawsresolu1899nort_0074.jp2
1071,1287,95,33,45,such,publiclawsresolu1899nort_0074.jp2
1183,1287,139,33,45,classes,publiclawsresolu1899nort_0074.jp2
1348,1287,99,33,96,shall,publiclawsresolu1899nort_0074.jp2
1470,1287,132,42,96,expire,publiclawsresolu1899nort_0074.jp2
1625,1297,43,23,96,as,publiclawsresolu1899nort_0074.jp2
211,1344,1457,42,-1,,publiclawsresolu1899nort_0074.jp2
211,1346,163,33,95,follows:,publiclawsresolu1899nort_0074.jp2
400,1346,110,32,96,those,publiclawsresolu1899nort_0074.jp2
526,1346,41,32,95,of,publiclawsresolu1899nort_0074.jp2
590,1346,68,32,96,the,publiclawsresolu1899nort_0074.jp2
674,1344,84,33,96,first,publiclawsresolu1899nort_0074.jp2
785,1344,111,36,96,"class,",publiclawsresolu1899nort_0074.jp2
916,1354,49,22,96,on,publiclawsresolu1899nort_0074.jp2
987,1344,67,33,95,the,publiclawsresolu1899nort_0074.jp2
1078,1344,83,32,95,first,publiclawsresolu1899nort_0074.jp2
1185,1344,75,42,95,day,publiclawsresolu1899nort_0074.jp2
1277,1344,41,33,95,of,publiclawsresolu1899nort_0074.jp2
1342,1344,123,42,96,"April,",publiclawsresolu1899nort_0074.jp2
1485,1344,183,33,96,nineteen,publiclawsresolu1899nort_0074.jp2
211,1400,1455,43,-1,,publiclawsresolu1899nort_0074.jp2
211,1403,176,33,96,hundred,publiclawsresolu1899nort_0074.jp2
414,1403,77,32,95,and,publiclawsresolu1899nort_0074.jp2
517,1412,94,29,95,one;,publiclawsresolu1899nort_0074.jp2
637,1402,41,32,96,of,publiclawsresolu1899nort_0074.jp2
705,1402,66,33,96,the,publiclawsresolu1899nort_0074.jp2
799,1401,141,33,95,second,publiclawsresolu1899nort_0074.jp2
967,1401,111,40,96,"class,",publiclawsresolu1899nort_0074.jp2
1096,1411,48,22,95,on,publiclawsresolu1899nort_0074.jp2
1173,1401,67,33,96,the,publiclawsresolu1899nort_0074.jp2
1265,1401,85,33,96,first,publiclawsresolu1899nort_0074.jp2
1377,1400,76,43,96,day,publiclawsresolu1899nort_0074.jp2
1480,1401,42,33,96,of,publiclawsresolu1899nort_0074.jp2
1541,1400,125,43,96,"April,",publiclawsresolu1899nort_0074.jp2
210,1457,1458,43,-1,,publiclawsresolu1899nort_0074.jp2
210,1460,182,33,96,nineteen,publiclawsresolu1899nort_0074.jp2
412,1459,176,33,96,hundred,publiclawsresolu1899nort_0074.jp2
605,1459,77,33,96,and,publiclawsresolu1899nort_0074.jp2
698,1459,130,38,89,three;,publiclawsresolu1899nort_0074.jp2
854,1457,77,34,96,and,publiclawsresolu1899nort_0074.jp2
950,1458,41,32,96,of,publiclawsresolu1899nort_0074.jp2
1009,1458,67,33,96,the,publiclawsresolu1899nort_0074.jp2
1091,1457,106,34,96,third,publiclawsresolu1899nort_0074.jp2
1213,1458,111,40,96,"class,",publiclawsresolu1899nort_0074.jp2
1342,1468,50,23,95,on,publiclawsresolu1899nort_0074.jp2
1408,1458,67,33,95,the,publiclawsresolu1899nort_0074.jp2
1491,1458,85,33,96,first,publiclawsresolu1899nort_0074.jp2
1592,1457,76,43,96,day,publiclawsresolu1899nort_0074.jp2
210,1514,1459,45,-1,,publiclawsresolu1899nort_0074.jp2
210,1517,41,33,96,of,publiclawsresolu1899nort_0074.jp2
267,1516,122,43,96,"April,",publiclawsresolu1899nort_0074.jp2
409,1516,182,33,95,nineteen,publiclawsresolu1899nort_0074.jp2
607,1515,177,34,96,hundred,publiclawsresolu1899nort_0074.jp2
800,1515,77,33,96,and,publiclawsresolu1899nort_0074.jp2
893,1514,87,34,89,five.,publiclawsresolu1899nort_0074.jp2
1029,1516,55,32,89,At,publiclawsresolu1899nort_0074.jp2
1100,1515,67,33,96,the,publiclawsresolu1899nort_0074.jp2
1179,1514,219,42,95,expiration,publiclawsresolu1899nort_0074.jp2
1414,1514,42,33,96,of,publiclawsresolu1899nort_0074.jp2
1470,1514,104,34,96,their,publiclawsresolu1899nort_0074.jp2
1586,1514,83,34,96,said,publiclawsresolu1899nort_0074.jp2
209,1571,1459,44,-1,,publiclawsresolu1899nort_0074.jp2
209,1573,213,42,96,respective,publiclawsresolu1899nort_0074.jp2
438,1575,102,31,95,terms,publiclawsresolu1899nort_0074.jp2
542,1573,74,33,95,of,publiclawsresolu1899nort_0074.jp2
631,1572,121,40,96,"office,",publiclawsresolu1899nort_0074.jp2
771,1572,49,33,95,all,publiclawsresolu1899nort_0074.jp2
837,1571,292,43,96,appointments,publiclawsresolu1899nort_0074.jp2
1141,1571,98,33,95,shall,publiclawsresolu1899nort_0074.jp2
1255,1571,46,34,95,be,publiclawsresolu1899nort_0074.jp2
1318,1572,61,33,95,for,publiclawsresolu1899nort_0074.jp2
1394,1581,23,23,96,a,publiclawsresolu1899nort_0074.jp2
1432,1573,102,31,96,term,publiclawsresolu1899nort_0074.jp2
1550,1571,42,33,95,of,publiclawsresolu1899nort_0074.jp2
1607,1572,61,32,96,six,publiclawsresolu1899nort_0074.jp2
209,1628,1458,45,-1,,publiclawsresolu1899nort_0074.jp2
209,1641,123,32,96,"years,",publiclawsresolu1899nort_0074.jp2
350,1634,138,38,96,except,publiclawsresolu1899nort_0074.jp2
512,1630,97,33,95,such,publiclawsresolu1899nort_0074.jp2
625,1639,41,23,95,as,publiclawsresolu1899nort_0074.jp2
689,1639,65,23,96,are,publiclawsresolu1899nort_0074.jp2
771,1629,112,33,96,made,publiclawsresolu1899nort_0074.jp2
898,1631,41,30,95,to,publiclawsresolu1899nort_0074.jp2
963,1628,57,32,96,fill,publiclawsresolu1899nort_0074.jp2
1036,1628,213,42,96,unexpired,publiclawsresolu1899nort_0074.jp2
1272,1631,131,30,96,terms.,publiclawsresolu1899nort_0074.jp2
1453,1628,127,42,93,Every,publiclawsresolu1899nort_0074.jp2
1604,1638,63,23,92,va-,publiclawsresolu1899nort_0074.jp2
210,1684,1456,45,-1,,publiclawsresolu1899nort_0074.jp2
210,1697,123,32,91,cancy,publiclawsresolu1899nort_0074.jp2
350,1688,205,41,95,occurring,publiclawsresolu1899nort_0074.jp2
572,1687,40,31,96,in,publiclawsresolu1899nort_0074.jp2
636,1696,77,32,96,any,publiclawsresolu1899nort_0074.jp2
731,1685,117,34,96,board,publiclawsresolu1899nort_0074.jp2
865,1686,41,32,96,of,publiclawsresolu1899nort_0074.jp2
930,1685,186,33,95,directors,publiclawsresolu1899nort_0074.jp2
1139,1687,41,31,89,at,publiclawsresolu1899nort_0074.jp2
1196,1694,23,23,89,a,publiclawsresolu1899nort_0074.jp2
1241,1684,97,33,95,time,publiclawsresolu1899nort_0074.jp2
1355,1684,114,33,96,when,publiclawsresolu1899nort_0074.jp2
1493,1684,67,33,93,the,publiclawsresolu1899nort_0074.jp2
1576,1694,90,33,92,gen-,publiclawsresolu1899nort_0074.jp2
210,1740,1456,44,-1,,publiclawsresolu1899nort_0074.jp2
210,1744,80,33,96,eral,publiclawsresolu1899nort_0074.jp2
304,1744,192,40,96,assembly,publiclawsresolu1899nort_0074.jp2
514,1743,97,33,95,shall,publiclawsresolu1899nort_0074.jp2
635,1746,69,29,96,not,publiclawsresolu1899nort_0074.jp2
729,1743,44,32,96,be,publiclawsresolu1899nort_0074.jp2
801,1742,40,32,96,in,publiclawsresolu1899nort_0074.jp2
865,1742,156,39,96,"session,",publiclawsresolu1899nort_0074.jp2
1039,1741,98,33,96,shall,publiclawsresolu1899nort_0074.jp2
1160,1741,46,33,96,be,publiclawsresolu1899nort_0074.jp2
1233,1740,104,34,96,filled,publiclawsresolu1899nort_0074.jp2
1361,1741,50,42,96,by,publiclawsresolu1899nort_0074.jp2
1427,1751,51,23,96,an,publiclawsresolu1899nort_0074.jp2
1502,1740,164,34,96,election,publiclawsresolu1899nort_0074.jp2
209,1797,1459,45,-1,,publiclawsresolu1899nort_0074.jp2
209,1801,89,33,96,held,publiclawsresolu1899nort_0074.jp2
315,1801,50,41,96,by,publiclawsresolu1899nort_0074.jp2
381,1801,66,32,96,the,publiclawsresolu1899nort_0074.jp2
471,1799,219,41,95,remaining,publiclawsresolu1899nort_0074.jp2
706,1800,192,32,95,members,publiclawsresolu1899nort_0074.jp2
914,1799,41,32,96,of,publiclawsresolu1899nort_0074.jp2
978,1799,67,33,96,the,publiclawsresolu1899nort_0074.jp2
1070,1798,116,33,96,board,publiclawsresolu1899nort_0074.jp2
1210,1801,42,30,95,at,publiclawsresolu1899nort_0074.jp2
1275,1797,102,34,96,their,publiclawsresolu1899nort_0074.jp2
1401,1799,95,32,95,next,publiclawsresolu1899nort_0074.jp2
1512,1797,156,43,95,regular,publiclawsresolu1899nort_0074.jp2
209,1854,1458,46,-1,,publiclawsresolu1899nort_0074.jp2
209,1858,173,42,96,meeting,publiclawsresolu1899nort_0074.jp2
398,1858,102,32,96,after,publiclawsresolu1899nort_0074.jp2
517,1857,67,33,96,the,publiclawsresolu1899nort_0074.jp2
600,1866,164,32,96,vacancy,publiclawsresolu1899nort_0074.jp2
764,1866,172,30,96,"occurs,",publiclawsresolu1899nort_0074.jp2
955,1855,77,34,96,and,publiclawsresolu1899nort_0074.jp2
1040,1855,82,44,96,the,publiclawsresolu1899nort_0074.jp2
1138,1865,137,32,96,person,publiclawsresolu1899nort_0074.jp2
1291,1855,75,33,96,thus,publiclawsresolu1899nort_0074.jp2
